序 号,出货条码,品名,规格,单位,:销售数量,售价,:销售金额,:毛利,:毛利率％,:成本金额,商品库存,最新货商
2765,6903495571687,田七草本洗洁精500克,1*30,瓶,6,4.2,25.2,6,23.81,19.2,44,2024
2766,6903495802651,田七叶绿素牙膏105克,1*54,支,21,3.5,73.5,14.7,20,58.8,55,2024
2767,6903495812650,田七本草银杏植物防蛀牙膏140克,48,支,12,6.8,81.6,12,14.71,69.6,24,2024
2768,6903495822659,田七本草冰片植物冰爽牙膏140克,1*48支,支,4,6.8,27.2,4,14.71,23.2,28,2024
2769,6903495832658,田七草本黄连牙膏120克,1*48支,支,19,5.6,106.4,15.2,14.29,91.2,25,2024
2770,6903495842657,田七特效中药牙膏（留兰、薄荷）105克,1*72,支,33,2.8,92.4,24.42,26.43,67.98,89,2024
2771,6903495863638,田七本草松针深呼吸沁润松针牙膏120克,120克*48支,支,1,12,12,2.1,17.5,9.9,18,2024
2772,6903495873637,田七本草牡丹零敏感沁爽蓝莓牙膏120克,120克*48支,支,3,13,39,6.9,17.69,32.1,13,2024
2773,6903495881656,田七特效中药牙膏（留兰、薄荷）180克,1*48,支,95,4,338,55.2,16.33,282.8,255,2024
2774,6903495883636,田七本草自动力沁凉薄荷牙膏140克,140克*48支,支,1,14,14,2.4,17.14,11.6,15,2024
2775,6903495891655,田七中药牙膏（留兰、薄荷）50克,50克*160支,支,24,1.5,36,14.16,39.33,21.84,2193,2024
2776,6903624000507,狮王细丝特磨牙刷(成人),,支,11,13.8,151.8,27.5,18.12,124.3,9,2062
2777,6903624000606,狮王细丝特磨牙刷(标适齿),,支,2,10.9,21.8,4.2,19.27,17.6,6,2062
2778,6903624004000,狮王特效牙膏(留兰香型)170克,170克*50,支,11,7.3,80.3,14.3,17.81,66,18,2062
2779,6903624006004,小狮王牙膏(草莓香型)50克,50克,支,5,5.4,27,5.5,20.37,21.5,12,2062
2780,6903624008008,狮王渍脱牙膏(除烟渍-清新薄荷)90克,90克,支,13,16.5,214.5,39,18.18,175.5,13,2062
2781,6903624009005,狮王特效护龈牙膏(留兰香型)100克,100克,支,10,4.6,46,8,17.39,38,40,2062
2782,6903624050007,狮王渍脱牙膏(除烟渍-冰凉薄荷)90克,90克,支,8,10.8,86.4,16,18.52,70.4,11,2062
2783,6903624100016,狮王特效护龈牙膏(VC营养)170克,170克*50,支,19,7.3,138.7,24.7,17.81,114,14,2062
2784,6903624200013,狮王特效护龈牙膏(VC营养型)100克,100克,支,40,4.6,184,32,17.39,152,-19,2062
2785,6903624211118,小狮王细丝儿童牙刷,,支,1,7.8,7.8,1.5,19.23,6.3,8,2062
2786,6903624400017,小狮王牙膏(桔子香型)50克,50克,支,5,5.4,27,5.5,20.37,21.5,13,2062
2787,6903624500014,小狮王牙膏(葡萄香型)50克,50克,支,5,5.4,27,5.5,20.37,21.5,13,2062
2788,6903624800046,狮王细丝特磨晶彩牙刷,1*48,支,14,8.8,123.2,25.2,20.45,98,11,2062
2789,6903624800107,狮王细丝特磨(精巧刷头)牙刷,1*48,支,13,11.8,153.4,32.5,21.19,120.9,13,2062
2790,6903624800169,狮王细丝特磨弹力护龈牙刷,4*12,支,15,9.3,139.5,28.5,20.43,111,10,2062
2791,6903624900012,狮王晶盐多倍护牙膏115克,115克*5*10支,支,26,9.8,254.8,49.4,19.39,205.4,24,2062
2792,6903633000413,白洋河玫瑰红葡萄酒750毫升,750毫升*8,瓶,2,14.5,29,6,20.69,23,21,1176
2793,6903633000475,白洋河红葡萄酒1.48升,1*12,瓶,5,19.5,97.5,32.5,33.33,65,6,1176
2794,6903633001120,白洋河干红葡萄酒750ml*2,750ml*2,组,8,39.8,318.4,86.9,27.29,231.5,10,1176
2795,6903633001441,白洋河爱心原汁葡萄酒1000毫升,1000毫升*6,瓶,8,17.8,142.4,28.8,20.22,113.6,11,1176
2796,6903633001847,白洋河情人醉高级葡萄酒375ml,375ml*12,瓶,6,10.9,65.4,13.8,21.1,51.6,11,1176
2797,6903633002769,白洋河解百纳2000干红葡萄酒750毫升,750毫升,瓶,1,25.5,25.5,11.5,45.1,14,14,1176
2798,6903633003797,白洋河冰爽原浆红葡萄酒750ml,750ml*6,瓶,1,25.3,25.3,6.5,25.69,18.8,11,1176
2799,6903633004008,白洋河冰玫瑰全汁葡萄酒1000ml,1000ml*6,瓶,1,14.8,14.8,2.3,15.54,12.5,12,1176
2800,6903633004404,白洋河冰爽原浆白葡萄酒750ml,750ml*6,瓶,5,25.3,126.5,32.5,25.69,94,8,1176
2801,6903633007283,白洋河金奖白兰地305ml,1*20,瓶,5,9.9,49.5,9.5,19.19,40,29,1176
2802,6903677680701,漓泉冰爽啤酒10度600ML,*9瓶,瓶,2,4.2,8.4,1.07,12.7,7.33,9,1093
2803,6903677680954,漓泉干啤啤酒10%P590ML,*9瓶,瓶,1073,3.5,3670,570.32,15.54,3099.68,2336,1093
2804,6903677681029,漓泉纯生啤酒525毫升,600毫升*12,支,168,4.8,806.4,80.14,9.94,726.26,106,1093
2805,6903677681081,漓泉纯生啤酒330ML,330ML*24罐,罐,844,3,2532,211,8.33,2321,568,1093
2806,6903677681098,漓泉啤酒10度330ML（罐装）,330ML*24罐,听,535,3,1605,401.25,25,1203.75,355,1093
2807,6903677681319,漓泉冰爽啤酒10度525ML,1*12,瓶,26,4.5,117,19.5,16.67,97.5,58,1093
2808,6903757060058,初元复合氨基酸营养液II型100ML*8瓶,100ML*8瓶*盒,盒,1,188,188,39,20.74,149,1,1176
2809,6903757060348,初元复合氨营养液I型100ML*5瓶,100ML*5瓶*6盒,盒,1,138,138,28,20.29,110,0,1176
2810,6903944200069,四洲紫菜苏打饼100克,1*36,袋,9,3,27,5.85,21.67,21.15,38,1048
2811,6903944220005,四洲奶盐苏打饼40克,1*10*10,袋,12,1.2,14.4,2.4,16.67,12,27,1048
2812,6903944220012,四洲芝麻苏打饼40克,1*10*10,袋,4,1.2,4.8,0.8,16.67,4,19,1048
2813,6903944220029,四洲紫菜苏打饼40克,1*10*10,袋,37,1.2,44.4,6.88,15.5,37.52,31,1048
2814,6903944350757,四洲番茄苏打饼100克,1*36,袋,23,3,68.9,11.96,17.36,56.94,20,1048
2815,6903944350771,四洲全麦苏打饼100克,1*36,袋,9,3,27,5.85,21.67,21.15,21,1048
2816,6903944350870,四洲全麦苏打饼40克,1*10*10,袋,7,1.2,8.4,1.4,16.67,7,28,1048
2817,6903944350887,四洲番茄苏打饼40克,1*10*10,袋,33,1.2,39.6,6.5,16.41,33.1,10,1048
2818,6903944390029,四洲香葱苏打饼100克,1*36,袋,21,3,62.8,12.77,20.33,50.03,29,1048
2819,6903944390036,四洲香葱苏打饼40克,1*10*10,袋,10,1.2,12,2,16.67,10,34,1048
2820,6903944488085,四洲全麦维它饼150克,150克*32袋,袋,2,3.3,6.6,1.6,24.24,5,32,1048
2821,6903944488092,四洲全麦消化饼150克,150克*32袋,袋,8,3.3,26.4,6.4,24.24,20,21,1048
2822,6903944488108,四洲全麦纤维饼150克,150克*32袋,袋,4,3.3,13.2,3.2,24.24,10,24,1048
2823,6903944685033,四洲迷尔夹心饼干(柠檬味)40克,1*8*10,袋,8,1.3,10.1,2.1,20.79,8,22,1048
2824,6903944685323,四洲迷尔夹心饼干(草莓味)40克,1*8*10,袋,8,1.3,10.4,2.4,23.08,8,30,1048
2825,6903944685330,四洲迷尔夹心饼干(朱古力)40克,1*8*10,袋,4,1.3,5.1,1.1,21.57,4,30,1048
2826,6903944685408,四洲迷尔夹心饼干(牛奶味)40克,1*8*10,袋,10,1.2,12,2,16.67,10,32,1048
2827,6903944685415,四洲迷你全麦饼40克,1*8*10,袋,12,1.3,15.6,3.54,22.69,12.06,39,1048
2828,6903944685422,四洲迷你紫菜麦饼40克,1*8*10,袋,5,1.3,6.5,1.5,23.08,5,12,1048
2829,6903944685705,四洲迷你夹心饼干(香蕉味)40克,1*8*10,袋,5,1.3,6.5,1.5,23.08,5,31,1048
2830,6903944685712,四洲迷你芝麻麦饼40克,1*8*10,袋,10,1.3,13,2.82,21.69,10.18,37,1048
2831,6903944688010,四洲奶盐苏打饼100克,1*36,袋,18,3,54,11.7,21.67,42.3,23,1048
2832,6903944688034,四洲芝麻苏打饼100克,1*36,袋,14,3,42,8.42,20.05,33.58,12,1048
2833,6904032051105,神力杀虫剂花香型600ML,600ML*12瓶,瓶,6,15,90,12,13.33,78,0,2011
2834,6904032051112,神力杀虫剂果香型600ML,600ML*12瓶,瓶,3,15,45,6,13.33,39,0,2011
2835,6904032062026,双猫超能洗衣粉528克,528克*12包,包,8,4,32,4,12.5,28,10,2011
2836,6904032063054,双猫超能洗衣粉2.5KG,2.5KG*4袋,袋,3,20,60,6,10,54,7,2011
2837,6904032063061,双猫超能洗衣粉1.36KG,1.36KG*6袋,袋,3,11,33,6,18.18,27,1,2011
2838,6904032063085,双猫超能洗衣粉240克,240克*20包,包,9,2,18,3.6,20,14.4,24,2011
2839,6904032075019,红玫瑰果蔬洗洁精1.6KG,1.6KG*8瓶,瓶,6,12,72,15,20.83,57,2,2011
2840,6904032878887,红玫瑰果蔬洗洁精500克,500克*28瓶,瓶,9,3.5,31.5,4.5,14.29,27,17,2011
2841,6904209020514,雀巢婴儿纯米粉200克,200克,袋,3,10,30,5.7,19,24.3,11,1048
2842,6904209020668,雀巢营养麦片600克,600克*10,袋,4,26.5,106,21.43,20.22,84.57,10,1048
2843,6904209060114,雀巢高钙高铁奶粉400克,400克,袋,5,37.9,189.5,28.35,14.96,161.15,11,1048
2844,6904209081010,雀巢米粉250克,250克,盒,9,13,117,18,15.38,99,14,1048
2845,6904209081027,雀巢高蛋白米粉250克,250克,盒,1,19,19,3.1,16.32,15.9,13,1048
2846,6904209110116,雀巢能多健1号400克,400克,袋,1,40,40,5.83,14.57,34.17,16,1048
2847,6904283888024,豪吉鸡精50g,1*200,包,35,2.3,80.5,25.9,32.17,54.6,32,1087
2848,6904352980048,胖仔玫瑰燕尾鱼60克,60克*120包,包,5,3.4,17,3,17.65,14,30,1108
2849,6904352980147,胖仔香辣豆豉鱼80克,80克*100包,包,7,4.3,30.1,4.9,16.28,25.2,2,1108
2850,6904352980192,胖仔香辣豆豉鱼45克,45克*150包,包,2,2.9,5.8,1,17.24,4.8,18,1108
2851,6904417170124,南街村桃木梳CH7-2,,把,1,9.5,9.5,2.2,23.16,7.3,4,2048
2852,6904417170148,南街村桃木梳CH5-1,,把,1,8.5,8.5,1.9,22.35,6.6,7,2048
2853,6904487000024,湘山酒500毫升35度,500毫升,瓶,7,7.5,48,8.92,18.58,39.08,31,1070
2854,6904487010603,湘山三花酒53度(简装)480ml,480ml*12,瓶,2,16.5,33,6,18.18,27,5,1029
2855,6904487020411,湘山粮液三星38度500ml(简装),1*6,瓶,2,15.5,31,7,22.58,24,5,1029
2856,6904588168012,李字檀香型五双盘装蚊香(加大圆),1*30盒,盒,17,2.9,49.3,8.5,17.24,40.8,65,2015
2857,6904588680170,李字檀香型五双盘蚊香（保健）,1*30盒,盒,30,3.5,105,24,22.86,81,65,2015
2858,6904588680279,李字电热灭蚊器飞碟型,*24盒,盒,9,10.9,98.1,17.1,17.43,81,12,2015
2859,6904591000163,贝因美淮山营养米粉225克,225克*12盒,盒,1,21.8,18.5,2.3,12.43,16.2,8,1029
2860,6904591000521,贝因美金装初生婴儿奶粉450克,450克*12袋,袋,1,65,61.5,8.6,13.98,52.9,4,1029
2861,6904591000538,贝因美金装较大婴儿奶粉450克,450克*12袋,袋,1,55.9,52,6.6,12.69,45.4,9,1029
2862,6904591000552,贝因美金装幼儿成长配方奶粉450克,450克*12袋,袋,5,53.3,250,33.5,13.4,216.5,8,1029
2863,6904591000569,贝因美金装初生婴儿奶粉900克,900克*6听,听,1,185,175,24.6,14.06,150.4,3,1029
2864,6904591000576,贝因美金装宝宝成长婴儿奶粉900克,900克*6听,听,1,174,167,23.1,13.83,143.9,2,1029
2865,6904591000583,贝因美猪肝蕃茄营养米粉225克,225克*12盒,盒,5,21.8,92.5,11.5,12.43,81,0,1029
2866,6904591000798,贝因美加铁加锌奶伴侣250克,250克*12盒,盒,1,26.5,26.5,3,11.32,23.5,4,1029
2867,6904591001191,贝因美果蔬宝多维米粉225克,225克*12盒,盒,6,35.5,153,19.8,12.94,133.2,3,1029
2868,6904591001221,贝因美牛肉蔬菜米粉225克,225克*12盒,盒,2,21.8,37,4.6,12.43,32.4,2,1029
2869,6904591001283,贝因美儿童成长配方奶粉450克,450克*12袋,袋,1,53.3,50,6.7,13.4,43.3,8,1029
2870,6904591002815,贝因美准妈咪配方奶粉908克,908克*6罐,罐,1,170.5,170.5,22.1,12.96,148.4,1,1029
2871,6904591003157,贝因美金装幼儿成长配方奶粉900克(3阶段),900克*6听,听,1,161,153,19.7,12.88,133.3,2,1029
2872,6904591003829,贝因美蛋黄营养面条208克,208克*12盒,盒,8,11.9,87.2,11.6,13.3,75.6,6,1029
2873,6904591003836,贝因美果蔬营养面条208克,208克*12盒,盒,8,11.9,87.2,11.2,12.84,76,0,1029
2874,6904591003850,贝因美黑芝麻营养面条208克,208克*12盒,盒,4,11.9,43.6,6,13.76,37.6,2,1029
2875,6904591515162,贝因美胡萝卜蔬菜营养米粉225克,225克*12盒,盒,2,18.5,37,4.6,12.43,32.4,5,1029
2876,6904591571120,贝因美AD钙奶营养米粉225克,225克*12盒,盒,3,21.8,55.5,6.9,12.43,48.6,2,1029
2877,6904591580108,贝因美鸡肉蔬菜米粉225克,225克*12盒,盒,1,21.8,18.5,2.3,12.43,16.2,0,1029
2878,6904591580245,贝因美1阶段婴儿营养米粉250克,250克*20盒,盒,2,14.8,29.6,3.8,12.84,25.8,1,1029
2879,6904591590121,贝因美铁锌营养米粉225克,225克*12盒,盒,5,21.8,92.5,11.5,12.43,81,3,1029
2880,6904591771155,贝因美AD钙营养磨牙饼100克,100克*12盒,盒,8,5,40,4.8,12,35.2,3,1029
2881,6904591780270,贝因美动物型营养磨牙饼100克,100克*12盒,盒,2,5,10,1.2,12,8.8,9,1029
2882,6904591790231,贝因美几何型营养磨牙饼125克,125克*12盒,盒,3,6.2,18.6,2.55,13.71,16.05,5,1029
2883,6904682111105,卡夫三层高钙梳打奶盐味100g,100g*40,袋,16,3.2,51.2,9.6,18.75,41.6,17,1048
2884,6904682114205,卡夫三层高钙梳打海苔味100g,100g*40,袋,10,3.2,32,6,18.75,26,7,1048
2885,6904682121104,卡夫三层高钙梳打香葱蔬菜味100g,100g*40,袋,20,3.2,64,9.75,15.23,54.25,23,1048
2886,6904682121203,卡夫王子脆脆多膨化食品甜橙味35克,35克*32盒,盒,85,4.2,226.4,-28.6,-12.63,255,74,1048
2887,6904682121296,卡夫王子脆脆多膨化食品草莓味35克,35克*32盒,盒,17,4.2,62.4,8.4,13.46,54,6,1048
2888,6904682121302,卡夫王子脆脆多膨化食品巧克力味35克,35克*32盒,盒,50,4.2,137.2,-12.8,-9.33,150,103,1048
2889,6904682123016,卡夫王子夹心饼干巧克力风味120克,120克*30袋,袋,2,4.2,8.4,1.37,16.31,7.03,23,1048
2890,6904682123207,卡夫王子曲奇星酥性饼干香浓巧克力口味85g,85g*48,袋,13,3.2,41.6,5.85,14.06,35.75,28,1048
2891,6904682124013,卡夫子夹心饼干草莓风味120克,120克*30袋,袋,5,4.2,21,2.85,13.57,18.15,20,1048
2892,6904682124204,卡夫王子夹心饼干牛奶风味120克,120克*30袋,袋,6,4.2,25.2,4.8,19.05,20.4,15,1048
2893,6904682160202,达能佳钙牛奶夹心饼巧克力味100g,100克*48袋,袋,4,2.3,9.2,3.2,34.78,6,13,1048
2894,6904682161018,卡夫牛奶优冠香脆酥性饼干纯正牛奶味125克,125克*30袋,袋,19,4.3,81.7,11.59,14.19,70.11,21,1048
2895,6904682162206,达能牛奶优冠夹心饼香浓牛奶味130g,130g*30袋,袋,8,4.9,39.2,7.2,18.37,32,17,1048
2896,6904682163203,达能牛奶优冠夹心饼香滑巧克力味130g,130g*30袋,袋,14,4.9,68.6,12.6,18.37,56,28,1048
2897,6904682164293,卡夫牛奶佳钙甜脆韧性饼干牛奶口味100g,100g*48,袋,18,2.1,37.8,5.94,15.71,31.86,28,1048
2898,6904682164804,达能佳钙甜味甜脆饼(牛奶味)800g,800g*12盒,盒,3,16.1,48.3,6.42,13.29,41.88,8,1048
2899,6904682165283,卡夫牛奶佳钙甜味酥性饼干牛奶口味105g,105g*48,袋,16,2.1,33.6,5.28,15.71,28.32,24,1048
2900,6904682165801,达能佳钙甜味酥饼(牛奶味)840g,840g,盒,4,16.9,67.6,11.76,17.4,55.84,3,1048
2901,6904682168291,达能牛奶优冠夹心饼香醇蛋黄味130g,130g*30袋,袋,3,4.9,14.7,2.7,18.37,12,10,1048
2902,6904682169205,达能佳钙牛奶夹心饼牛奶味100g,100克*48袋,袋,12,2.3,27.6,7.1,25.72,20.5,15,1048
2903,6904682173103,卡夫牛奶佳钙咸味韧性饼干奶盐口味100g,100g*48,袋,4,2,8,1.2,15,6.8,25,1048
2904,6904682174100,卡夫牛奶佳钙咸味韧性饼干香葱口味100g,100g*48,袋,4,2.1,8.4,1.6,19.05,6.8,22,1048
2905,6904682213007,卡夫三层高钙梳打醇香芝麻味100g,100g*40,袋,9,3.2,28.8,4.05,14.06,24.75,19,1048
2906,6904682213205,太平全麦饼干红枣味78g,78g*24,盒,7,4.7,32.9,5.35,16.26,27.55,29,1048
2907,6904682213304,太平全麦饼干芝麻味78g,78g*24,盒,8,4.7,37.6,8.8,23.4,28.8,-2,1048
2908,6904682213403,太平全麦饼干花生味78g,78g*24,盒,5,4.7,23.5,3.15,13.4,20.35,12,1048
2909,6904724018669,卡夫甜橙果珍250克,250克,袋,2,7.8,15.6,2.1,13.46,13.5,5,1048
2910,6904724019680,卡夫甜橙果珍500克,500克*24,袋,5,15,75,11.45,15.27,63.55,3,1048
2911,6904724019727,卡夫柠檬果珍500克,1*24袋,袋,2,15,30,4.58,15.27,25.42,9,1048
2912,6904724020563,卡夫蜜桃果珍250克,250克*24袋,袋,2,8,16,2.5,15.62,13.5,9,1048
2913,6904724020976,卡夫葡萄果珍250克,250克*24袋,袋,1,8,8,1.25,15.62,6.75,19,1048
2914,6904724022055,卡夫甜橙果珍65克（10杯装）,1*48盒,盒,4,7.9,31.6,3.2,10.13,28.4,7,1048
2915,6904724022062,卡夫柠檬果珍65克（10杯装）,1*48盒,盒,2,7.9,15.8,1.6,10.13,14.2,6,1048
2916,6904724022215,卡夫甜橙果珍5.2g*5,5.2g*20*6,卡,2,2.6,5.2,0.9,17.31,4.3,9,1048
2917,6904724022277,卡夫甜橙蜜桃混合味果珍500g,500g*24,袋,2,14.7,29.4,3.98,13.54,25.42,5,1048
2918,6904885138251,N自由儿童洗发沐浴露(玫瑰香)300克,300ML,瓶,1,16.8,16.8,3.3,19.64,13.5,7,2062
2919,6904885138268,N自由儿童去痱止痒沐浴露300克,300克,瓶,1,13.5,13.5,2.7,20,10.8,6,2062
2920,6904885138459,N自由活力清凉沐浴露750ML,750ML*18瓶,瓶,1,48,48,9.6,20,38.4,4,2062
2921,6904885138527,N自由弹性丰盈洗发露300ML,300ML*16瓶,瓶,2,25,50,10,20,40,6,2062
2922,6904885138671,N自由柔润美手霜(丝滑凝润)60g,60g*96支,支,1,6.9,6.9,1.6,23.19,5.3,4,2062
2923,6904885138787,N自由爽健男士洁面乳120克,120克,支,2,12.3,24.6,4.6,18.7,20,9,2062
2924,6904885139432,N自由净化美白洁面乳100克,100克*24支,支,1,25.6,25.6,5.6,21.87,20,2,2062
2925,6904885139517,N自由美白洁面泡沫150克,150克*24支,支,1,29,29,5.8,20,23.2,3,2062
2926,6904885168623,N自由清凉润白沐浴露338ML,338ML*12瓶,瓶,3,13.6,40.8,8.1,19.85,32.7,9,2062
2927,6904885168630,N自由柔润美白沐浴露338ML,338ML*12瓶,瓶,4,13.6,54.4,10.8,19.85,43.6,12,2062
2928,6904885168647,N自由清凉润白沐浴露750ML,750ML*12瓶,瓶,7,28.9,154,-12.6,-8.18,166.6,6,2062
2929,6904885168654,N自由柔润美白沐浴露750ML,750ML*12瓶,瓶,4,28.9,115.6,20.4,17.65,95.2,9,2062
2930,6904885168883,N自由去头屑洗发露300ML,300ML*16瓶,瓶,1,25,25,5,20,20,7,2062
2931,6904885168937,N自由顺滑柔顺护发素300ML,300ML*16瓶,瓶,1,23,23,4.6,20,18.4,4,2062
2932,6904915612768,蜂花洗护发素(黄)270毫升,270毫升*30,瓶,43,3.9,167.7,34.4,20.51,133.3,26,2040
2933,6904915641812,蜂花护发素400ML（蓝色）,450ML*30瓶,瓶,25,5.9,147.5,27.5,18.64,120,15,2040
2934,6904915641829,蜂花护发素450ML（黄色）,450ML*24瓶,瓶,46,5.9,271.4,50.6,18.64,220.8,0,2040
2935,6905014000074,西麦血维营养燕麦片700克,700克*10袋,袋,8,27.5,181,12.4,6.85,168.6,13,1045
2936,6905014000081,西麦奶香味麦片700克,700克*10袋,袋,23,27.5,591.8,82,13.86,509.8,30,1045
2937,6905014000142,西麦红枣高铁礼盒麦片1050g,1050g*6,盒,2,78,156,56,35.9,100,1,1045
2938,6905014000173,西麦钙奶核桃粉520g,1*10,袋,3,24.9,74.7,16.4,21.95,58.3,13,1045
2939,6905014000197,西麦脑维营养燕麦片700克,700克*10袋,袋,5,27.5,137.5,21.5,15.64,116,10,1045
2940,6905014000326,西麦中老年三维营养燕麦片礼盒1400克,1400克*6盒,盒,2,88,176,61,34.66,115,2,1045
2941,6905014000401,西麦红枣高铁燕麦片700克,700克*10袋,袋,3,27.5,82.5,12.9,15.64,69.6,6,1045
2942,6905014000425,西麦枸杞高锌燕麦片700克,700克*10袋,包,2,27.5,55,8.6,15.64,46.4,7,1045
2943,6905014000470,西麦燕麦片礼盒1000g,1000g*6,盒,1,56,56,10,17.86,46,3,1045
2944,6905014000487,西麦燕麦核桃粉礼盒1000g,1000g*6,盒,2,56,112,20,17.86,92,2,1045
2945,6905014000548,西麦核桃高钙燕麦片700克,700克*10袋,袋,14,27.5,359.1,78.4,21.83,280.7,18,1045
2946,6905014000555,西麦脑力学生营养燕麦片700克,700克*10袋,袋,3,27.5,82.5,23.1,28,59.4,15,1045
2947,6905014000838,西麦燕麦片280克,*24袋,袋,14,7.5,105,16.8,16,88.2,0,1045
2948,6905014000869,西麦燕麦片380克,*16袋,袋,12,9,108,16.8,15.56,91.2,21,1045
2949,6905014000876,西麦燕麦片700克,*12袋,袋,24,15.9,381.6,64.8,16.98,316.8,20,1045
2950,6905014000890,西麦桶装燕麦片1000克,1000克*6桶,桶,14,29,406,68,16.75,338,5,1045
2951,6905014001262,西麦中老年营养燕麦片礼盒1120g,1*6,盒,2,72,144,39,27.08,105,3,1045
2952,6905014001286,西麦中老年脑力核桃粉礼盒900g,1*6,盒,4,72,288,63,21.87,225,3,1045
2953,6905014007288,西麦黑芝麻核桃粉600克,600克*10袋,袋,6,24.9,149.4,26.4,17.67,123,8,1045
2954,6905014007882,西麦燕麦核桃粉600克,600克*10袋,袋,5,24.9,124.5,22,17.67,102.5,8,1045
2955,6905014081288,西麦家庭特惠装燕麦片1.5KG,1.5KG*10,袋,22,29,638,99,15.52,539,12,1045
2956,6905014186839,西麦中老年营养燕麦片700克,700克*10袋,袋,20,27.5,491.5,104.5,21.26,387,4,1045
2957,6905014200153,西麦蛋白质核桃粉礼盒1500g,1500g*6,盒,1,98,98,40.5,41.33,57.5,2,1045
2958,6905014385898,西麦南珠燕高235毫升*12听,235毫升*4盒,盒,2,98,100,-14,-14,114,1,1045
2959,6905337013102,康辉桂圆莲子八宝粥320克,1*12,听,8,3,24,8,33.33,16,20,1140
2960,6905337013119,康辉无糖营养八宝粥320克,1*12,听,5,3,15,3,20,12,20,1140
2961,6905337013164,康辉黑米八宝粥320克,1*12,听,13,3,39,5.2,13.33,33.8,16,1140
2962,6905337013270,康辉燕麦八宝粥320克,320克*12听,听,5,3,15,2.5,16.67,12.5,25,1140
2963,6905337030956,康辉椰果香米粥370克,320克*12听,听,7,3.4,23.8,4.2,17.65,19.6,20,1140
2964,6905337031632,康辉高钙水果粥360g,360g,听,6,3.6,21.6,3.6,16.67,18,29,1140
2965,6905337032059,康辉红枣桂圆八宝粥350克,1*12,听,23,3,69,11.5,16.67,57.5,0,1140
2966,6905337033025,康辉蜂蜜红薯粥350克,350克12听,听,7,3.6,25.2,4.2,16.67,21,20,1140
2967,6905337033216,康辉绿豆粥360克,360克*12听,听,14,3.6,50.4,8.4,16.67,42,29,1140
2968,6905337511936,康辉新桂园八宝粥320克,1*12,听,8,3,24,8.6,35.83,15.4,17,1140
2969,6905337511943,康辉天然椰子汁238ML,1*24,听,7,2.5,17.5,3.5,20,14,17,1140
2970,6905455000442,天际老传统椰子糖150克,1*100,包,20,4.2,84,18,21.43,66,4,1075
2971,6905455000701,天际正宗椰子糖200克,,包,5,5.3,26.5,3,11.32,23.5,0,1075
2972,6905455000763,天际传统椰丝糖150克,1*100,包,2,4.2,8.4,1.8,21.43,6.6,6,1075
2973,6905455000800,天际传统椰子糖300克,1*100,包,13,7.2,93.6,11.7,12.5,81.9,0,1075
2974,6905455002095,天际椰子奶糖128克,1*100,包,13,4.2,54.6,11.7,21.43,42.9,14,1075
2975,6905455534886,天际高级椰子糖150克,1*100,包,6,4.2,25.2,5.4,21.43,19.8,12,1075
2976,6905475350800,三五牌重庆火锅料150克,1*60,包,3,3.2,9.6,2,20.83,7.6,120,1087
2977,6905533200184,鲜宝牌鸡精100克,100克*100,袋,12,1.7,19.4,3,15.46,16.4,36,1176
